"ID"	"adm_1_name"	"adm_2_name"	"full_name"	"FAO_GAUL_code"	"adm2_std"	"adm1_std"	"ADM2_PCODE"
1036	"CUNDINAMARCA"	"SUESCA"	"COLOMBIA, CUNDINAMARCA, SUESCA"	13923	"suesca"	"cundinamarca"	"CO25772"
1037	"BOYACA"	"PISBA"	"COLOMBIA, BOYACA, PISBA"	13606	"pisba"	"boyaca"	"CO15550"
1038	"GUAINIA"	"CACAHUAL"	"COLOMBIA, GUAINIA, CACAHUAL"	13952	"cacahual"	"guainia"	"CO94886"
1039	"CUNDINAMARCA"	"MACHETA"	"COLOMBIA, CUNDINAMARCA, MACHETA"	13888	"macheta"	"cundinamarca"	"CO25426"
1040	"PUTUMAYO"	"SANTIAGO"	"COLOMBIA, PUTUMAYO, SANTIAGO"	14173	"santiago"	"putumayo"	"CO86760"
1041	"AMAZONAS"	"TARAPACA"	"COLOMBIA, AMAZONAS, TARAPACA"	13340	"tarapaca"	"amazonas"	"CO91798"
1042	"BOYACA"	"COPER"	"COLOMBIA, BOYACA, COPER"	13560	"coper"	"boyaca"	"CO15212"
1043	"ANTIOQUIA"	"ENTRERRIOS"	"COLOMBIA, ANTIOQUIA, ENTRERRIOS"	13385	"entrerrios"	"antioquia"	"CO05264"
1044	"NARINO"	"BELEN"	"COLOMBIA, NARINO, BELEN"	14065	"belen"	"narino"	"CO52083"
1045	"BOYACA"	"RONDON"	"COLOMBIA, BOYACA, RONDON"	13611	"rondon"	"boyaca"	"CO15621"
1046	"BOYACA"	"JENESANO"	"COLOMBIA, BOYACA, JENESANO"	13579	"jenesano"	"boyaca"	"CO15367"
1047	"CUNDINAMARCA"	"VILLAGOMEZ"	"COLOMBIA, CUNDINAMARCA, VILLAGOMEZ"	13944	"villagomez"	"cundinamarca"	"CO25871"
1048	"BOYACA"	"CORRALES"	"COLOMBIA, BOYACA, CORRALES"	13561	"corrales"	"boyaca"	"CO15215"
1049	"PUTUMAYO"	"SAN FRANCISCO"	"COLOMBIA, PUTUMAYO, SAN FRANCISCO"	14172	"san francisco"	"putumayo"	"CO86755"
1050	"NARINO"	"EL PENOL"	"COLOMBIA, NARINO, EL PENOL"	14079	"el penol"	"narino"	"CO52254"
1051	"BOYACA"	"MARIPI"	"COLOMBIA, BOYACA, MARIPI"	13586	"maripi"	"boyaca"	"CO15442"
1052	"BOYACA"	"BRICENO"	"COLOMBIA, BOYACA, BRICENO"	13544	"briceno"	"boyaca"	"CO15106"
1053	"NARINO"	"LA LLANADA"	"COLOMBIA, NARINO, LA LLANADA"	14090	"la llanada"	"narino"	"CO52385"
1054	"NARINO"	"PUERRES"	"COLOMBIA, NARINO, PUERRES"	14106	"puerres"	"narino"	"CO52573"
1055	"VAUPES"	"PACOA"	"COLOMBIA, VAUPES, PACOA"	14410	"pacoa"	"vaupes"	"CO97511"
1056	"AMAZONAS"	"LA CHORRERA"	"COLOMBIA, AMAZONAS, LA CHORRERA"	13334	"la chorrera"	"amazonas"	"CO91405"
1057	"VAUPES"	"TARAIRA"	"COLOMBIA, VAUPES, TARAIRA"	14412	"taraira"	"vaupes"	"CO97666"
1058	"NARINO"	"POTOSI"	"COLOMBIA, NARINO, POTOSI"	14104	"potosi"	"narino"	"CO52560"
1059	"NARINO"	"ILES"	"COLOMBIA, NARINO, ILES"	14085	"iles"	"narino"	"CO52352"
1060	"BOYACA"	"CERINZA"	"COLOMBIA, BOYACA, CERINZA"	13549	"cerinza"	"boyaca"	"CO15162"
1061	"BOYACA"	"BETEITIVA"	"COLOMBIA, BOYACA, BETEITIVA"	13541	"beteitiva"	"boyaca"	"CO15092"
1062	"CUNDINAMARCA"	"GAMA"	"COLOMBIA, CUNDINAMARCA, GAMA"	13870	"gama"	"cundinamarca"	"CO25299"
1063	"BOYACA"	"JERICO"	"COLOMBIA, BOYACA, JERICO"	13580	"jerico"	"boyaca"	"CO15368"
