adm_1_name	adm_2_name	full_name	FAO_GAUL_code	dengue_ID	adm2_std	adm1_std	ocha_ID
CUNDINAMARCA	VERGARA	COLOMBIA, CUNDINAMARCA, VERGARA	13942	632	vergara	cundinamarca	CO25862
CASANARE	VILLANUEVA	COLOMBIA, CASANARE, VILLANUEVA	13717	633	villanueva	casanare	CO85440
ANTIOQUIA	CARACOLI	COLOMBIA, ANTIOQUIA, CARACOLI	13369	634	caracoli	antioquia	CO05142
ANTIOQUIA	CAUCASIA	COLOMBIA, ANTIOQUIA, CAUCASIA	13374	635	caucasia	antioquia	CO05154
ANTIOQUIA	CHIGORODO	COLOMBIA, ANTIOQUIA, CHIGORODO	13375	636	chigorodo	antioquia	CO05172
ANTIOQUIA	GIRARDOTA	COLOMBIA, ANTIOQUIA, GIRARDOTA	13390	637	girardota	antioquia	CO05308
ANTIOQUIA	ITAGUI	COLOMBIA, ANTIOQUIA, ITAGUI	13398	638	itagui	antioquia	CO05360
SANTANDER	GUAVATA	COLOMBIA, SANTANDER, GUAVATA	14245	639	guavata	santander	CO68324
ANTIOQUIA	GRANADA	COLOMBIA, ANTIOQUIA, GRANADA	13392	640	granada	antioquia	CO05313
ANTIOQUIA	SABANETA	COLOMBIA, ANTIOQUIA, SABANETA	13427	641	sabaneta	antioquia	CO05631
ANTIOQUIA	SOPETRAN	COLOMBIA, ANTIOQUIA, SOPETRAN	13447	642	sopetran	antioquia	CO05761
ANTIOQUIA	TARSO	COLOMBIA, ANTIOQUIA, TARSO	13450	643	tarso	antioquia	CO05792
ANTIOQUIA	VENECIA	COLOMBIA, ANTIOQUIA, VENECIA	13460	644	venecia	antioquia	CO05861
ANTIOQUIA	YARUMAL	COLOMBIA, ANTIOQUIA, YARUMAL	13463	645	yarumal	antioquia	CO05887
ANTIOQUIA	ZARAGOZA	COLOMBIA, ANTIOQUIA, ZARAGOZA	13466	646	zaragoza	antioquia	CO05895
ARAUCA	CRAVO NORTE	COLOMBIA, ARAUCA, CRAVO NORTE	13469	647	cravo norte	arauca	CO81220
BOLIVAR	SAN JACINTO	COLOMBIA, BOLIVAR, SAN JACINTO	13521	648	san jacinto	bolivar	CO13654
CAQUETA	EL DONCELLO	COLOMBIA, CAQUETA, EL DONCELLO	13689	649	el doncello	caqueta	CO18247
CAQUETA	EL PAUJIL	COLOMBIA, CAQUETA, EL PAUJIL	13690	650	el paujil	caqueta	CO18256
CAQUETA	VALPARAISO	COLOMBIA, CAQUETA, VALPARAISO	13699	651	valparaiso	caqueta	CO18860
CASANARE	CHAMEZA	COLOMBIA, CASANARE, CHAMEZA	13701	652	chameza	casanare	CO85015
CORDOBA	SAN PELAYO	COLOMBIA, CORDOBA, SAN PELAYO	13833	653	san pelayo	cordoba	CO23686
ANTIOQUIA	ARBOLETES	COLOMBIA, ANTIOQUIA, ARBOLETES	13353	654	arboletes	antioquia	CO05051
CUNDINAMARCA	PANDI	COLOMBIA, CUNDINAMARCA, PANDI	13900	655	pandi	cundinamarca	CO25524
ANTIOQUIA	LA ESTRELLA	COLOMBIA, ANTIOQUIA, LA ESTRELLA	13403	656	la estrella	antioquia	CO05380
ANTIOQUIA	PUERTO NARE (LA MAGDALENA )	COLOMBIA, ANTIOQUIA, PUERTO NARE (LA MAGDALENA )	13419	657	puerto nare (la magdalena )	antioquia	CO05585
QUINDIO	SALENTO	COLOMBIA, QUINDIO, SALENTO	14188	658	salento	quindio	CO63690
ANTIOQUIA	AMAGA	COLOMBIA, ANTIOQUIA, AMAGA	13344	659	amaga	antioquia	CO05030
TOLIMA	FLANDES	COLOMBIA, TOLIMA, FLANDES	14334	660	flandes	tolima	CO73275
ANTIOQUIA	CARAMANTA	COLOMBIA, ANTIOQUIA, CARAMANTA	13370	661	caramanta	antioquia	CO05145
MAGDALENA	EL RETEN	COLOMBIA, MAGDALENA, EL RETEN	14010	662	el reten	magdalena	CO47268
MAGDALENA	SANTA ANA	COLOMBIA, MAGDALENA, SANTA ANA	14027	663	santa ana	magdalena	CO47707
ANTIOQUIA	CISNEROS	COLOMBIA, ANTIOQUIA, CISNEROS	13376	664	cisneros	antioquia	CO05190
ANTIOQUIA	FREDONIA	COLOMBIA, ANTIOQUIA, FREDONIA	13387	665	fredonia	antioquia	CO05282
ANTIOQUIA	FRONTINO	COLOMBIA, ANTIOQUIA, FRONTINO	13388	666	frontino	antioquia	CO05284
ANTIOQUIA	LA CEJA	COLOMBIA, ANTIOQUIA, LA CEJA	13402	667	la ceja	antioquia	CO05376
ANTIOQUIA	MONTEBELLO	COLOMBIA, ANTIOQUIA, MONTEBELLO	13409	668	montebello	antioquia	CO05467
ANTIOQUIA	MURINDO	COLOMBIA, ANTIOQUIA, MURINDO	13410	669	murindo	antioquia	CO05475
BOLIVAR	CORDOBA	COLOMBIA, BOLIVAR, CORDOBA	13506	670	cordoba	bolivar	CO13212
BOLIVAR	EL PENON	COLOMBIA, BOLIVAR, EL PENON	13518	671	el penon	bolivar	CO13268
BOLIVAR	MARIA LA BAJA	COLOMBIA, BOLIVAR, MARIA LA BAJA	13513	672	maria la baja	bolivar	CO13442
CAUCA	PUERTO TEJADA	COLOMBIA, CAUCA, PUERTO TEJADA	13746	673	puerto tejada	cauca	CO19573
CORDOBA	CHIMA	COLOMBIA, CORDOBA, CHIMA	13812	675	chima	cordoba	CO23168
CUNDINAMARCA	CHOCONTA	COLOMBIA, CUNDINAMARCA, CHOCONTA	13855	676	choconta	cundinamarca	CO25183
GUAJIRA	ALBANIA	COLOMBIA, GUAJIRA, ALBANIA	13962	677	albania	guajira	CO44035
ANTIOQUIA	SABANALARGA	COLOMBIA, ANTIOQUIA, SABANALARGA	13426	678	sabanalarga	antioquia	CO05628
ANTIOQUIA	SALGAR	COLOMBIA, ANTIOQUIA, SALGAR	13428	679	salgar	antioquia	CO05642
BOLIVAR	SANTA CATALINA	COLOMBIA, BOLIVAR, SANTA CATALINA	13525	680	santa catalina	bolivar	CO13673
MAGDALENA	ZAPAYAN	COLOMBIA, MAGDALENA, ZAPAYAN	14030	681	zapayan	magdalena	CO47960
NARINO	POLICARPA	COLOMBIA, NARINO, POLICARPA	14103	682	policarpa	narino	CO52540
ANTIOQUIA	MACEO	COLOMBIA, ANTIOQUIA, MACEO	13406	683	maceo	antioquia	CO05425
CUNDINAMARCA	PASCA	COLOMBIA, CUNDINAMARCA, PASCA	13902	684	pasca	cundinamarca	CO25535
VALLE	EL DOVIO	COLOMBIA, VALLE, EL DOVIO	14382	685	el dovio	valle	CO76250
CESAR	PAILITAS	COLOMBIA, CESAR, PAILITAS	13775	686	pailitas	cesar	CO20517
CAQUETA	SOLITA	COLOMBIA, CAQUETA, SOLITA	13699	687	solita	caqueta	CO18785
ANTIOQUIA	SEGOVIA	COLOMBIA, ANTIOQUIA, SEGOVIA	13445	688	segovia	antioquia	CO05736
ANTIOQUIA	COPACABANA	COLOMBIA, ANTIOQUIA, COPACABANA	13380	689	copacabana	antioquia	CO05212
BOLIVAR	CLEMENCIA	COLOMBIA, BOLIVAR, CLEMENCIA	13525	690	clemencia	bolivar	CO13222
CAQUETA	FLORENCIA	COLOMBIA, CAQUETA, FLORENCIA	13691	691	florencia	caqueta	CO18001
MAGDALENA	SABANAS DE SAN ANGEL	COLOMBIA, MAGDALENA, SABANAS DE SAN ANGEL	14011	692	sabanas de san angel	magdalena	CO47660
ANTIOQUIA	ANORI	COLOMBIA, ANTIOQUIA, ANORI	13349	693	anori	antioquia	CO05040
CAQUETA	SAN JOSE DEL FRAGUA	COLOMBIA, CAQUETA, SAN JOSE DEL FRAGUA	13696	694	san jose del fragua	caqueta	CO18610
ANTIOQUIA	GUARNE	COLOMBIA, ANTIOQUIA, GUARNE	13394	695	guarne	antioquia	CO05318
BOYACA	AQUITANIA	COLOMBIA, BOYACA, AQUITANIA	13537	696	aquitania	boyaca	CO15047
ANTIOQUIA	ANDES	COLOMBIA, ANTIOQUIA, ANDES	13346	697	andes	antioquia	CO05034
ANTIOQUIA	BARBOSA	COLOMBIA, ANTIOQUIA, BARBOSA	13356	698	barbosa	antioquia	CO05079
ANTIOQUIA	LA PINTADA	COLOMBIA, ANTIOQUIA, LA PINTADA	13441	699	la pintada	antioquia	CO05390
ANTIOQUIA	SAN ROQUE	COLOMBIA, ANTIOQUIA, SAN ROQUE	13439	700	san roque	antioquia	CO05670
BOYACA	GUATEQUE	COLOMBIA, BOYACA, GUATEQUE	13575	702	guateque	boyaca	CO15322
CAUCA	MIRANDA	COLOMBIA, CAUCA, MIRANDA	13739	703	miranda	cauca	CO19455
CUNDINAMARCA	EL ROSAL	COLOMBIA, CUNDINAMARCA, EL ROSAL	13922	705	el rosal	cundinamarca	CO25260
CUNDINAMARCA	OSPINA PEREZ (VENECIA)	COLOMBIA, CUNDINAMARCA, OSPINA PEREZ (VENECIA)	13941	706	ospina perez (venecia)	cundinamarca	CO25506
CUNDINAMARCA	QUIPILE	COLOMBIA, CUNDINAMARCA, QUIPILE	13907	707	quipile	cundinamarca	CO25596
VALLE	OBANDO	COLOMBIA, VALLE, OBANDO	14391	708	obando	valle	CO76497
CUNDINAMARCA	CAQUEZA	COLOMBIA, CUNDINAMARCA, CAQUEZA	13849	709	caqueza	cundinamarca	CO25151
ANTIOQUIA	RETIRO	COLOMBIA, ANTIOQUIA, RETIRO	13424	710	retiro	antioquia	CO05607
CAQUETA	BELEN DE LOS ANDAQUIES	COLOMBIA, CAQUETA, BELEN DE LOS ANDAQUIES	13686	711	belen de los andaquies	caqueta	CO18094
NARINO	SAMANIEGO	COLOMBIA, NARINO, SAMANIEGO	14110	712	samaniego	narino	CO52678
CUNDINAMARCA	MOSQUERA	COLOMBIA, CUNDINAMARCA, MOSQUERA	13892	713	mosquera	cundinamarca	CO25473
ANTIOQUIA	VIGIA DEL FUERTE	COLOMBIA, ANTIOQUIA, VIGIA DEL FUERTE	13461	714	vigia del fuerte	antioquia	CO05873
ANTIOQUIA	BELMIRA	COLOMBIA, ANTIOQUIA, BELMIRA	13358	715	belmira	antioquia	CO05086
ANTIOQUIA	CANASGORDAS	COLOMBIA, ANTIOQUIA, CANASGORDAS	13368	716	canasgordas	antioquia	CO05138
ANTIOQUIA	JARDIN	COLOMBIA, ANTIOQUIA, JARDIN	13400	717	jardin	antioquia	CO05364
BOLIVAR	SAN JACINTO DEL CAUCA	COLOMBIA, BOLIVAR, SAN JACINTO DEL CAUCA	13521	719	san jacinto del cauca	bolivar	CO13655
CAUCA	ARGELIA	COLOMBIA, CAUCA, ARGELIA	13720	720	argelia	cauca	CO19050
CORDOBA	PUERTO ESCONDIDO	COLOMBIA, CORDOBA, PUERTO ESCONDIDO	13824	721	puerto escondido	cordoba	CO23574
ANTIOQUIA	MUTATA	COLOMBIA, ANTIOQUIA, MUTATA	13411	722	mutata	antioquia	CO05480
ANTIOQUIA	AMALFI	COLOMBIA, ANTIOQUIA, AMALFI	13345	723	amalfi	antioquia	CO05031
BOYACA	SOATA	COLOMBIA, BOYACA, SOATA	13628	724	soata	boyaca	CO15753
BOYACA	PAUNA	COLOMBIA, BOYACA, PAUNA	13602	725	pauna	boyaca	CO15531
CORDOBA	LA APARTADA	COLOMBIA, CORDOBA, LA APARTADA	13808	726	la apartada	cordoba	CO23350
MAGDALENA	CERRO SAN ANTONIO	COLOMBIA, MAGDALENA, CERRO SAN ANTONIO	14012	727	cerro san antonio	magdalena	CO47161
CAUCA	TIMBIQUI	COLOMBIA, CAUCA, TIMBIQUI	13756	728	timbiqui	cauca	CO19809
CHOCO	ATRATO	COLOMBIA, CHOCO, ATRATO	13802	729	atrato	choco	CO27050
ANTIOQUIA	CARMEN DE VIBORAL	COLOMBIA, ANTIOQUIA, CARMEN DE VIBORAL	13372	730	carmen de viboral	antioquia	CO05148
ANTIOQUIA	CACERES	COLOMBIA, ANTIOQUIA, CACERES	13364	731	caceres	antioquia	CO05120
ANTIOQUIA	VALDIVIA	COLOMBIA, ANTIOQUIA, VALDIVIA	13457	732	valdivia	antioquia	CO05854
CUNDINAMARCA	MADRID	COLOMBIA, CUNDINAMARCA, MADRID	13889	733	madrid	cundinamarca	CO25430
ANTIOQUIA	CONCORDIA	COLOMBIA, ANTIOQUIA, CONCORDIA	13379	734	concordia	antioquia	CO05209
ANTIOQUIA	NARINO	COLOMBIA, ANTIOQUIA, NARINO	13412	735	narino	antioquia	CO05483
CHOCO	ACANDI	COLOMBIA, CHOCO, ACANDI	13783	736	acandi	choco	CO27006
SANTANDER	CARCASI	COLOMBIA, SANTANDER, CARCASI	14218	737	carcasi	santander	CO68152
BOLIVAR	MORALES	COLOMBIA, BOLIVAR, MORALES	13516	738	morales	bolivar	CO13473
BOLIVAR	PINILLOS	COLOMBIA, BOLIVAR, PINILLOS	13517	739	pinillos	bolivar	CO13549
ANTIOQUIA	YALI	COLOMBIA, ANTIOQUIA, YALI	13462	740	yali	antioquia	CO05885
CESAR	GONZALEZ	COLOMBIA, CESAR, GONZALEZ	13770	741	gonzalez	cesar	CO20310
CORDOBA	CANALETE	COLOMBIA, CORDOBA, CANALETE	13810	742	canalete	cordoba	CO23090
ANTIOQUIA	SAN CARLOS	COLOMBIA, ANTIOQUIA, SAN CARLOS	13430	743	san carlos	antioquia	CO05649
BOYACA	GUACAMAYAS	COLOMBIA, BOYACA, GUACAMAYAS	13574	744	guacamayas	boyaca	CO15317
SANTANDER	CONCEPCION	COLOMBIA, SANTANDER, CONCEPCION	14226	745	concepcion	santander	CO68207
ANTIOQUIA	JERICO	COLOMBIA, ANTIOQUIA, JERICO	13401	746	jerico	antioquia	CO05368
MAGDALENA	SITIO NUEVO	COLOMBIA, MAGDALENA, SITIO NUEVO	13475	747	sitio nuevo	magdalena	CO47745
ANTIOQUIA	BETULIA	COLOMBIA, ANTIOQUIA, BETULIA	13360	748	betulia	antioquia	CO05093
BOLIVAR	CICUCO	COLOMBIA, BOLIVAR, CICUCO	13505	749	cicuco	bolivar	CO13188
ANTIOQUIA	ABEJORRAL	COLOMBIA, ANTIOQUIA, ABEJORRAL	13341	751	abejorral	antioquia	CO05002
MAGDALENA	SAN SEBASTIAN DE BUENAVISTA	COLOMBIA, MAGDALENA, SAN SEBASTIAN DE BUENAVISTA	14025	752	san sebastian de buenavista	magdalena	CO47692
ANTIOQUIA	MARINILLA	COLOMBIA, ANTIOQUIA, MARINILLA	13407	753	marinilla	antioquia	CO05440
CUNDINAMARCA	JERUSALEN	COLOMBIA, CUNDINAMARCA, JERUSALEN	13880	754	jerusalen	cundinamarca	CO25368
NARINO	RICAURTE	COLOMBIA, NARINO, RICAURTE	14108	755	ricaurte	narino	CO52612
NARINO	TAMINANGO	COLOMBIA, NARINO, TAMINANGO	14119	756	taminango	narino	CO52786
CUNDINAMARCA	GUAYABAL DE SIQUIMA	COLOMBIA, CUNDINAMARCA, GUAYABAL DE SIQUIMA	13877	757	guayabal de siquima	cundinamarca	CO25328
MAGDALENA	PIJINO DEL CARMEN (PIJINO)	COLOMBIA, MAGDALENA, PIJINO DEL CARMEN (PIJINO)	14027	758	pijino del carmen (pijino)	magdalena	CO47545
CHOCO	RIOSUCIO	COLOMBIA, CHOCO, RIOSUCIO	13803	759	riosucio	choco	CO27615
CUNDINAMARCA	COTA	COLOMBIA, CUNDINAMARCA, COTA	13857	760	cota	cundinamarca	CO25214
CUNDINAMARCA	VIANI	COLOMBIA, CUNDINAMARCA, VIANI	13943	761	viani	cundinamarca	CO25867
AMAZONAS	PUERTO SANTANDER	COLOMBIA, AMAZONAS, PUERTO SANTANDER	13339	762	puerto santander	amazonas	CO91669
ANTIOQUIA	LIBORINA	COLOMBIA, ANTIOQUIA, LIBORINA	13405	763	liborina	antioquia	CO05411
CUNDINAMARCA	BITUIMA	COLOMBIA, CUNDINAMARCA, BITUIMA	13843	764	bituima	cundinamarca	CO25095
MAGDALENA	SAN ZENON	COLOMBIA, MAGDALENA, SAN ZENON	14026	765	san zenon	magdalena	CO47703
BOLIVAR	SAN MARTIN DE LOBA	COLOMBIA, BOLIVAR, SAN MARTIN DE LOBA	13523	766	san martin de loba	bolivar	CO13667
CUNDINAMARCA	SAN CAYETANO	COLOMBIA, CUNDINAMARCA, SAN CAYETANO	13911	767	san cayetano	cundinamarca	CO25653
NARINO	EL ROSARIO	COLOMBIA, NARINO, EL ROSARIO	14077	768	el rosario	narino	CO52256
CHOCO	BAGADO	COLOMBIA, CHOCO, BAGADO	13785	769	bagado	choco	CO27073
SANTANDER	ENCINO	COLOMBIA, SANTANDER, ENCINO	14235	770	encino	santander	CO68264
CHOCO	MEDIO ATRATO	COLOMBIA, CHOCO, MEDIO ATRATO	13802	771	medio atrato	choco	CO27425
CUNDINAMARCA	CAJICA	COLOMBIA, CUNDINAMARCA, CAJICA	13847	772	cajica	cundinamarca	CO25126
CAQUETA	MILAN	COLOMBIA, CAQUETA, MILAN	13693	773	milan	caqueta	CO18460
SANTANDER	CALIFORNIA	COLOMBIA, SANTANDER, CALIFORNIA	14216	774	california	santander	CO68132
NARINO	IPIALES	COLOMBIA, NARINO, IPIALES	14087	775	ipiales	narino	CO52356
ANTIOQUIA	NECHI	COLOMBIA, ANTIOQUIA, NECHI	13413	776	nechi	antioquia	CO05495
CUNDINAMARCA	ZIPACON	COLOMBIA, CUNDINAMARCA, ZIPACON	13949	777	zipacon	cundinamarca	CO25898
SANTANDER	PALMAS SOCORRO	COLOMBIA, SANTANDER, PALMAS SOCORRO	14264	778	palmas socorro	santander	CO68524
TOLIMA	VILLARICA	COLOMBIA, TOLIMA, VILLARICA	14363	779	villarica	tolima	CO73873
ANTIOQUIA	COCORNA	COLOMBIA, ANTIOQUIA, COCORNA	13377	780	cocorna	antioquia	CO05197
BOYACA	PAJARITO	COLOMBIA, BOYACA, PAJARITO	13600	781	pajarito	boyaca	CO15518
CUNDINAMARCA	LA CALERA	COLOMBIA, CUNDINAMARCA, LA CALERA	13882	782	la calera	cundinamarca	CO25377
RISARALDA	BALBOA	COLOMBIA, RISARALDA, BALBOA	14190	783	balboa	risaralda	CO66075
BOYACA	QUIPAMA	COLOMBIA, BOYACA, QUIPAMA	13608	784	quipama	boyaca	CO15580
CUNDINAMARCA	SAN ANTONIO DE TEQUENDAMA	COLOMBIA, CUNDINAMARCA, SAN ANTONIO DE TEQUENDAMA	13909	785	san antonio de tequendama	cundinamarca	CO25645
GUAINIA	MAPIRIPANA	COLOMBIA, GUAINIA, MAPIRIPANA	13951	786	mapiripana	guainia	CO94663
ANTIOQUIA	ANZA	COLOMBIA, ANTIOQUIA, ANZA	13351	787	anza	antioquia	CO05044
BOLIVAR	ARENAL	COLOMBIA, BOLIVAR, ARENAL	13516	788	arenal	bolivar	CO13042
CHOCO	NOVITA	COLOMBIA, CHOCO, NOVITA	13800	789	novita	choco	CO27491
CUNDINAMARCA	ANOLAIMA	COLOMBIA, CUNDINAMARCA, ANOLAIMA	13839	790	anolaima	cundinamarca	CO25040
BOYACA	PAIPA	COLOMBIA, BOYACA, PAIPA	13599	791	paipa	boyaca	CO15516
CAUCA	LA SIERRA	COLOMBIA, CAUCA, LA SIERRA	13735	792	la sierra	cauca	CO19392
BOYACA	GARAGOA	COLOMBIA, BOYACA, GARAGOA	13573	793	garagoa	boyaca	CO15299
CUNDINAMARCA	BELTRAN	COLOMBIA, CUNDINAMARCA, BELTRAN	13842	794	beltran	cundinamarca	CO25086
SANTANDER	GALAN	COLOMBIA, SANTANDER, GALAN	14239	795	galan	santander	CO68296
CASANARE	RECETOR	COLOMBIA, CASANARE, RECETOR	13710	796	recetor	casanare	CO85279
ANTIOQUIA	VEGACHI	COLOMBIA, ANTIOQUIA, VEGACHI	13459	797	vegachi	antioquia	CO05858
CHOCO	MEDIO SAN JUAN	COLOMBIA, CHOCO, MEDIO SAN JUAN	13794	798	medio san juan	choco	CO27450
CORDOBA	BUENAVISTA	COLOMBIA, CORDOBA, BUENAVISTA	13809	799	buenavista	cordoba	CO23079
SANTANDER	EL GUACAMAYO	COLOMBIA, SANTANDER, EL GUACAMAYO	14232	800	el guacamayo	santander	CO68245
CUNDINAMARCA	GUATAQUI	COLOMBIA, CUNDINAMARCA, GUATAQUI	13875	802	guataqui	cundinamarca	CO25324
CUNDINAMARCA	ALBAN	COLOMBIA, CUNDINAMARCA, ALBAN	13837	803	alban	cundinamarca	CO25019
BOLIVAR	ZAMBRANO	COLOMBIA, BOLIVAR, ZAMBRANO	13535	804	zambrano	bolivar	CO13894
CHOCO	NUQUI	COLOMBIA, CHOCO, NUQUI	13801	805	nuqui	choco	CO27495
TOLIMA	RONCESVALLES	COLOMBIA, TOLIMA, RONCESVALLES	14353	806	roncesvalles	tolima	CO73622
CAUCA	SILVIA	COLOMBIA, CAUCA, SILVIA	13752	807	silvia	cauca	CO19743
CUNDINAMARCA	QUETAME	COLOMBIA, CUNDINAMARCA, QUETAME	13906	808	quetame	cundinamarca	CO25594
BOYACA	OTANCHE	COLOMBIA, BOYACA, OTANCHE	13596	809	otanche	boyaca	CO15507
CUNDINAMARCA	CHIPAQUE	COLOMBIA, CUNDINAMARCA, CHIPAQUE	13853	810	chipaque	cundinamarca	CO25178
CUNDINAMARCA	FOSCA	COLOMBIA, CUNDINAMARCA, FOSCA	13863	811	fosca	cundinamarca	CO25281
MAGDALENA	REMOLINO	COLOMBIA, MAGDALENA, REMOLINO	14023	812	remolino	magdalena	CO47605
ANTIOQUIA	SAN JERONIMO	COLOMBIA, ANTIOQUIA, SAN JERONIMO	13432	813	san jeronimo	antioquia	CO05656
AMAZONAS	LA VICTORIA	COLOMBIA, AMAZONAS, LA VICTORIA	13337	814	la victoria	amazonas	CO91430
SANTANDER	SUAITA	COLOMBIA, SANTANDER, SUAITA	14284	815	suaita	santander	CO68770
META	SAN JUANITO	COLOMBIA, META, SAN JUANITO	14056	816	san juanito	meta	CO50686
ANTIOQUIA	LA UNION	COLOMBIA, ANTIOQUIA, LA UNION	13404	817	la union	antioquia	CO05400
TOLIMA	VILLAHERMOSA	COLOMBIA, TOLIMA, VILLAHERMOSA	14362	818	villahermosa	tolima	CO73870
CUNDINAMARCA	SIBATE	COLOMBIA, CUNDINAMARCA, SIBATE	13917	819	sibate	cundinamarca	CO25740
CUNDINAMARCA	CUCUNUBA	COLOMBIA, CUNDINAMARCA, CUCUNUBA	13858	821	cucunuba	cundinamarca	CO25224
MAGDALENA	NUEVA GRANADA	COLOMBIA, MAGDALENA, NUEVA GRANADA	14021	822	nueva granada	magdalena	CO47460
BOYACA	SAN MATEO	COLOMBIA, BOYACA, SAN MATEO	13618	823	san mateo	boyaca	CO15673
PUTUMAYO	COLON	COLOMBIA, PUTUMAYO, COLON	14165	824	colon	putumayo	CO86219
CUNDINAMARCA	TOCANCIPA	COLOMBIA, CUNDINAMARCA, TOCANCIPA	13934	825	tocancipa	cundinamarca	CO25817
BOLIVAR	REGIDOR	COLOMBIA, BOLIVAR, REGIDOR	13516	826	regidor	bolivar	CO13580
TOLIMA	ANZOATEGUI	COLOMBIA, TOLIMA, ANZOATEGUI	14321	827	anzoategui	tolima	CO73043
CALDAS	SALAMINA	COLOMBIA, CALDAS, SALAMINA	13679	828	salamina	caldas	CO17653
QUINDIO	PIJAO	COLOMBIA, QUINDIO, PIJAO	14186	829	pijao	quindio	CO63548
CORDOBA	TUCHIN	COLOMBIA, CORDOBA, TUCHIN	13828	830	tuchin	cordoba	CO23815
CUNDINAMARCA	TENJO	COLOMBIA, CUNDINAMARCA, TENJO	13930	831	tenjo	cundinamarca	CO25799
ANTIOQUIA	URAMITA	COLOMBIA, ANTIOQUIA, URAMITA	13455	832	uramita	antioquia	CO05842
CAUCA	EL TAMBO	COLOMBIA, CAUCA, EL TAMBO	13728	833	el tambo	cauca	CO19256
NARINO	CORDOBA	COLOMBIA, NARINO, CORDOBA	14071	834	cordoba	narino	CO52215
CUNDINAMARCA	GACHETA	COLOMBIA, CUNDINAMARCA, GACHETA	13869	835	gacheta	cundinamarca	CO25297
SANTANDER	GUACA	COLOMBIA, SANTANDER, GUACA	14242	836	guaca	santander	CO68318
CAUCA	TORIBIO	COLOMBIA, CAUCA, TORIBIO	13758	837	toribio	cauca	CO19821
CAUCA	LOPEZ (MICAY)	COLOMBIA, CAUCA, LOPEZ (MICAY)	13737	838	lopez (micay)	cauca	CO19418
ANTIOQUIA	ITUANGO	COLOMBIA, ANTIOQUIA, ITUANGO	13399	839	ituango	antioquia	CO05361
QUINDIO	GENOVA	COLOMBIA, QUINDIO, GENOVA	14183	840	genova	quindio	CO63302
BOLIVAR	ARROYOHONDO	COLOMBIA, BOLIVAR, ARROYOHONDO	13501	841	arroyohondo	bolivar	CO13062
TOLIMA	SANTA ISABEL	COLOMBIA, TOLIMA, SANTA ISABEL	14358	842	santa isabel	tolima	CO73686
CALDAS	SAN JOSE	COLOMBIA, CALDAS, SAN JOSE	13678	843	san jose	caldas	CO17665
BOYACA	TENZA	COLOMBIA, BOYACA, TENZA	13640	844	tenza	boyaca	CO15798
MAGDALENA	TENERIFE	COLOMBIA, MAGDALENA, TENERIFE	14030	845	tenerife	magdalena	CO47798
CAUCA	JAMBALO	COLOMBIA, CAUCA, JAMBALO	13734	846	jambalo	cauca	CO19364
ANTIOQUIA	EBEJICO	COLOMBIA, ANTIOQUIA, EBEJICO	13383	847	ebejico	antioquia	CO05240
CAUCA	BUENOS AIRES	COLOMBIA, CAUCA, BUENOS AIRES	13723	848	buenos aires	cauca	CO19110
CUNDINAMARCA	NARINO	COLOMBIA, CUNDINAMARCA, NARINO	13893	849	narino	cundinamarca	CO25483
BOYACA	CAMPOHERMOSO	COLOMBIA, BOYACA, CAMPOHERMOSO	13548	851	campohermoso	boyaca	CO15135
ANTIOQUIA	URRAO	COLOMBIA, ANTIOQUIA, URRAO	13456	852	urrao	antioquia	CO05847
BOYACA	SORA	COLOMBIA, BOYACA, SORA	13633	853	sora	boyaca	CO15762
CUNDINAMARCA	GACHALA	COLOMBIA, CUNDINAMARCA, GACHALA	13867	854	gachala	cundinamarca	CO25293
NORTE SANTANDER	HERRAN	COLOMBIA, NORTE SANTANDER, HERRAN	14142	855	herran	norte santander	CO54347
CHOCO	ALTO BAUDO (PIE DE PATO)	COLOMBIA, CHOCO, ALTO BAUDO (PIE DE PATO)	13784	856	alto baudo (pie de pato)	choco	CO27025
CUNDINAMARCA	GUASCA	COLOMBIA, CUNDINAMARCA, GUASCA	13874	857	guasca	cundinamarca	CO25322
CUNDINAMARCA	GUACHETA	COLOMBIA, CUNDINAMARCA, GUACHETA	13872	860	guacheta	cundinamarca	CO25317
CUNDINAMARCA	SAN FRANCISCO	COLOMBIA, CUNDINAMARCA, SAN FRANCISCO	13912	861	san francisco	cundinamarca	CO25658
NARINO	LINARES	COLOMBIA, NARINO, LINARES	14094	862	linares	narino	CO52411
ANTIOQUIA	HISPANIA	COLOMBIA, ANTIOQUIA, HISPANIA	13397	863	hispania	antioquia	CO05353
BOYACA	CUCAITA	COLOMBIA, BOYACA, CUCAITA	13564	864	cucaita	boyaca	CO15224
BOYACA	SOCHA	COLOMBIA, BOYACA, SOCHA	13629	865	socha	boyaca	CO15757
BOYACA	TIPACOQUE	COLOMBIA, BOYACA, TIPACOQUE	13644	866	tipacoque	boyaca	CO15810
CALDAS	LA MERCED	COLOMBIA, CALDAS, LA MERCED	13667	867	la merced	caldas	CO17388
CALDAS	PACORA	COLOMBIA, CALDAS, PACORA	13674	868	pacora	caldas	CO17513
CHOCO	LLORO	COLOMBIA, CHOCO, LLORO	13799	869	lloro	choco	CO27413
TOLIMA	HERVEO	COLOMBIA, TOLIMA, HERVEO	14337	871	herveo	tolima	CO73347
ANTIOQUIA	ABRIAQUI	COLOMBIA, ANTIOQUIA, ABRIAQUI	13342	872	abriaqui	antioquia	CO05004
